Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/products/6E92ZMYYFZ,1392,6,28,227.25489227226967,7.408970000028603,15227.910307999991,473.0560344827586,0.9768364894467716,0.00421050210968436,29,70,130,190,510,720,1100,2800,15000,15000,15000
GET,/api/products/9SIQT8TOJO,1401,19,28,352.9938384853664,7.3077590000139026,15315.146655000035,767.7701641684511,0.9831522426112981,0.01333325668066714,28,75,150,230,610,830,1700,15000,15000,15000,15000
GET,/api/products/HQTGWGPNH4,1438,12,26,241.76686673782694,7.451910999975553,15071.409383999935,733.1300417246175,1.0091170056210184,0.00842100421936872,26,66,130,200,550,720,1200,1800,15000,15000,15000
GET,/api/products/L9ECAV7KIM,1415,16,28,301.30159272508985,7.225546999961807,15648.485108000159,726.9561837455831,0.992976747533895,0.01122800562582496,28,76,140,220,540,820,1300,3600,15000,16000,16000
GET,/api/products/LS4PSXUNUM,1379,20,26,358.53876286729724,7.402199999887671,15221.252871999923,521.6736765772299,0.9677137348757887,0.0140350070322812,26,68,120,190,520,800,1800,15000,15000,15000,15000
GET,/api/products/OLJCESPC7Z,1456,38,30,571.4238158118146,7.469850999996197,16029.125085000032,493.364010989011,1.0217485119500713,0.02666651336133428,30,87,170,270,660,1100,12000,15000,16000,16000,16000
GET,/api/recommendations?productIds=0PUK6V6EV0,259,22,150,1108.838390150593,8.625991000030808,15226.793848999932,2329.420849420849,0.18175334106804156,0.01543850773550932,150,380,550,710,1100,11000,15000,15000,15000,15000,15000
GET,/api/recommendations?productIds=1YMWWN1N4O,242,24,160,1140.6871977727355,8.112323999966975,15225.146616999951,2109.0702479338843,0.16982358509060252,0.01684200843873744,170,430,660,780,1200,8100,15000,15000,15000,15000,15000
GET,/api/recommendations?productIds=2ZYFJ3GM2N,262,20,170,963.378590290077,7.236577999947258,15100.598768000054,2283.5038167938933,0.18385859212288372,0.0140350070322812,170,410,620,720,1100,1500,15000,15000,15000,15000,15000
GET,/api/recommendations?productIds=66VCHSJNUP,268,20,150,1376.7794839179087,11.29001899994364,15435.031135000145,2317.194029850746,0.1880690942325681,0.0140350070322812,150,410,620,780,1400,15000,15000,15000,15000,15000,15000
GET,/api/recommendations?productIds=6E92ZMYYFZ,263,26,240,1442.9967527984763,8.688562000088496,15554.729973000009,2257.269961977186,0.1845603424744978,0.01824550914196556,240,520,660,850,1700,15000,15000,15000,16000,16000,16000
GET,/api/recommendations?productIds=9SIQT8TOJO,252,26,170,1461.1715873492099,8.107152999855316,15504.055911000023,2135.496031746032,0.17684108860674314,0.01824550914196556,170,410,740,840,1400,15000,15000,15000,16000,16000,16000
GET,/api/recommendations?productIds=HQTGWGPNH4,245,27,190,1856.252884130608,7.472192000022915,15763.631557000053,2134.3224489795916,0.1719288361454447,0.01894725949357962,190,530,900,1000,8800,15000,15000,15000,16000,16000,16000
GET,/api/recommendations?productIds=L9ECAV7KIM,267,22,190,1487.7223469737828,7.502182000052926,16173.351640999954,2199.7902621722847,0.18736734388095402,0.01543850773550932,190,530,650,770,1700,15000,15000,15000,16000,16000,16000
GET,/api/recommendations?productIds=LS4PSXUNUM,266,32,140,1154.970320913533,6.594265999865456,15737.683200999982,2182.721804511278,0.18666559352933995,0.02245601125164992,140,320,670,810,1200,15000,15000,15000,16000,16000,16000
GET,/api/recommendations?productIds=OLJCESPC7Z,270,25,130,1224.63209234075,7.109724999963873,15452.756704999956,2255.685185185185,0.1894725949357962,0.0175437587903515,130,350,540,760,1300,15000,15000,15000,15000,15000,15000
,Aggregated,32526,1181,52,643.0229682961645,6.579274999921836,16273.167705999982,1003.3955297300621,22.825131936598915,0.8287671652562049,52,140,270,410,840,1800,15000,15000,15000,16000,16000
